mol,geom,seconds
omegacsd_VIMYUL,rmsd117-opt,30092.985
omegacsd_VIMYUL,rmsd149-opt,29967.286
omegacsd_VIMYUL,rmsd156-opt,28759.218
omegacsd_VIMYUL,rmsd165-opt,31910.459
omegacsd_VIMYUL,rmsd188-opt,30168.08
omegacsd_VIMYUL,rmsd190-opt,30691.882
omegacsd_VIMYUL,rmsd227-opt,31859.126
omegacsd_VIMYUL,rmsd242-opt,30051.873
omegacsd_VURTOR,rmsd114-opt,42531.95
omegacsd_VURTOR,rmsd118-opt,40272.169
omegacsd_VURTOR,rmsd125-opt,41971.139
omegacsd_VURTOR,rmsd130-opt,41819.781
omegacsd_VURTOR,rmsd148-opt,43123.103
omegacsd_VURTOR,rmsd149-opt,41902.369
omegacsd_WEBCOV,rmsd158-opt,22677.851
omegacsd_WEBCOV,rmsd160-opt,22119.047
omegacsd_WEBCOV,rmsd161-opt,21736.256
omegacsd_WEBCOV,rmsd167-opt,22619.732
omegacsd_WEBCOV,rmsd168-opt,23400.503
omegacsd_WEBCOV,rmsd169-opt,23039.897
omegacsd_WEBCOV,rmsd195-opt,23662.315
omegacsd_WEBCOV,rmsd65-opt,23163.741
omegacsd_WEBCOV,rmsd66-opt,22153.54
omegacsd_WEBCOV,rmsd7-opt,22341.75
omegacsd_WIDDIW,rmsd20-opt,27297.044
omegacsd_WIDDIW,rmsd21-opt,26061.384
omegacsd_WIDDIW,rmsd22-opt,26084.361
omegacsd_WIDDIW,rmsd46-opt,26426.692
omegacsd_WIDDIW,rmsd48-opt,27274.192
omegacsd_WIDDIW,rmsd49-opt,27373.502
omegacsd_WIDDIW,rmsd50-opt,27588.981
