mol,geom,seconds
astex_2bm2,rmsd205-opt,6284.539
astex_2bm2,rmsd208-opt,6551.319
astex_2bm2,rmsd238-opt,6577.836
astex_2bm2,rmsd249-opt,6607.115
astex_2bm2,rmsd71-opt,6437.6
astex_2bm2,rmsd91-opt,6566.48
omegacsd_ABXBPC,rmsd146-opt,2668.157
omegacsd_ABXBPC,rmsd170-opt,2785.376
omegacsd_ABXBPC,rmsd172-opt,2769.801
omegacsd_ABXBPC,rmsd17-opt,2646.576
omegacsd_ABXBPC,rmsd235-opt,2656.525
omegacsd_ABXBPC,rmsd42-opt,2631.663
omegacsd_ABXBPC,rmsd44-opt,2619.553
omegacsd_ABXBPC,rmsd65-opt,2671.88
omegacsd_ABXBPC,rmsd95-opt,2562.052
omegacsd_ABXBPC,rmsd9-opt,2637.81
omegacsd_AURMIN,rmsd27-opt,2198.757
omegacsd_AURMIN,rmsd31-opt,2187.979
omegacsd_AURMIN,rmsd33-opt,2193.141
omegacsd_AURMIN,rmsd34-opt,2187.87
omegacsd_AURMIN,rmsd35-opt,2160.999
omegacsd_AURMIN,rmsd37-opt,2202.586
omegacsd_AURMIN,rmsd38-opt,2189.905
omegacsd_AURMIN,rmsd39-opt,2180.057
omegacsd_AURMIN,rmsd40-opt,2187.368
omegacsd_AURMIN,rmsd4-opt,2193.733
omegacsd_BAFJEX10,rmsd106-opt,2178.379
omegacsd_BAFJEX10,rmsd109-opt,2155.409
omegacsd_BAFJEX10,rmsd115-opt,2162.594
omegacsd_BAFJEX10,rmsd178-opt,2162.749
omegacsd_BAFJEX10,rmsd189-opt,2166.096
omegacsd_BAFJEX10,rmsd18-opt,2214.592
omegacsd_BAFJEX10,rmsd227-opt,2201.669
omegacsd_BAFJEX10,rmsd229-opt,2149.234
omegacsd_BAFJEX10,rmsd37-opt,2218.106
omegacsd_BAFJEX10,rmsd92-opt,2169.923
omegacsd_BATROD,rmsd102-opt,1680.928
omegacsd_BATROD,rmsd110-opt,1677.155
omegacsd_BATROD,rmsd111-opt,1679.708
omegacsd_BATROD,rmsd138-opt,1678.117
omegacsd_BATROD,rmsd146-opt,1676.766
omegacsd_BATROD,rmsd206-opt,1677.723
omegacsd_BATROD,rmsd34-opt,1674.897
omegacsd_BATROD,rmsd64-opt,1678.206
omegacsd_BATROD,rmsd73-opt,1674.756
omegacsd_BATROD,rmsd86-opt,1679.097
omegacsd_BUSNIM,rmsd19-opt,2250.688
omegacsd_BUSNIM,rmsd20-opt,2245.444
omegacsd_BUSNIM,rmsd27-opt,2241.484
omegacsd_BUSNIM,rmsd28-opt,2235.877
omegacsd_BUSNIM,rmsd29-opt,2241.197
omegacsd_BUSNIM,rmsd31-opt,2215.589
omegacsd_BUSNIM,rmsd35-opt,2219.312
omegacsd_BUSNIM,rmsd36-opt,2235.721
omegacsd_BUSNIM,rmsd42-opt,2257.592
omegacsd_BUSNIM,rmsd6-opt,2351.834
omegacsd_CAGXEN,rmsd10-opt,1507.54
omegacsd_CAGXEN,rmsd11-opt,1507.988
omegacsd_CAGXEN,rmsd12-opt,1502.439
omegacsd_CAGXEN,rmsd13-opt,1503.711
omegacsd_CAGXEN,rmsd14-opt,1505.316
omegacsd_CAGXEN,rmsd15-opt,1504.651
omegacsd_CAGXEN,rmsd18-opt,1511.982
omegacsd_CAGXEN,rmsd36-opt,1510.223
omegacsd_CAGXEN,rmsd37-opt,1516.471
omegacsd_CAGXEN,rmsd5-opt,1502.563
omegacsd_CALLEG,rmsd129-opt,1700.765
omegacsd_CALLEG,rmsd132-opt,1708.038
omegacsd_CALLEG,rmsd139-opt,1701.714
omegacsd_CALLEG,rmsd140-opt,1694.605
omegacsd_CALLEG,rmsd161-opt,1701.031
omegacsd_CALLEG,rmsd187-opt,1701.525
omegacsd_CALLEG,rmsd18-opt,1712.598
omegacsd_CALLEG,rmsd190-opt,1701.887
omegacsd_CALLEG,rmsd197-opt,1703.221
omegacsd_CALLEG,rmsd61-opt,1703.495
omegacsd_CATXIE,rmsd118-opt,2897.69
omegacsd_CATXIE,rmsd129-opt,2892.333
omegacsd_CATXIE,rmsd168-opt,2888.648
omegacsd_CATXIE,rmsd186-opt,2883.229
omegacsd_CATXIE,rmsd213-opt,2933.75
omegacsd_CATXIE,rmsd23-opt,2879.277
omegacsd_CATXIE,rmsd47-opt,2873.282
omegacsd_CATXIE,rmsd71-opt,2878.135
omegacsd_CATXIE,rmsd80-opt,2892.785
omegacsd_CATXIE,rmsd82-opt,2869.514
omegacsd_CIXTOS,rmsd119-opt,2782.097
omegacsd_CIXTOS,rmsd137-opt,2652.853
omegacsd_CIXTOS,rmsd157-opt,2884.832
omegacsd_CIXTOS,rmsd166-opt,2640.657
omegacsd_CIXTOS,rmsd181-opt,2784.02
omegacsd_CIXTOS,rmsd187-opt,2851.234
omegacsd_CIXTOS,rmsd224-opt,2850.257
omegacsd_CIXTOS,rmsd233-opt,2325.225
omegacsd_CIXTOS,rmsd29-opt,2891.497
omegacsd_CIXTOS,rmsd78-opt,2858.402
omegacsd_CMPEPI,rmsd180-opt,1636.541
omegacsd_CMPEPI,rmsd189-opt,1642.694
omegacsd_CMPEPI,rmsd35-opt,1626.362
omegacsd_CMPEPI,rmsd42-opt,1629.028
omegacsd_CMPEPI,rmsd47-opt,1639.321
omegacsd_CMPEPI,rmsd4-opt,1637.999
omegacsd_CMPEPI,rmsd51-opt,1636.488
omegacsd_CMPEPI,rmsd91-opt,1647.565
omegacsd_CMPEPI,rmsd96-opt,1633.363
omegacsd_CMPEPI,rmsd97-opt,1646.259
omegacsd_CYCLIZ10,rmsd25-opt,2526.187
omegacsd_CYCLIZ10,rmsd27-opt,2532.538
omegacsd_CYCLIZ10,rmsd29-opt,2530.432
omegacsd_CYCLIZ10,rmsd30-opt,2524.828
omegacsd_CYCLIZ10,rmsd31-opt,2522.894
omegacsd_CYCLIZ10,rmsd34-opt,2537.864
omegacsd_CYCLIZ10,rmsd35-opt,2534.538
omegacsd_CYCLIZ10,rmsd37-opt,2528.613
omegacsd_CYCLIZ10,rmsd38-opt,2525.495
omegacsd_CYCLIZ10,rmsd40-opt,2530.102
omegacsd_DIPJAN10,rmsd10-opt,2677.767
omegacsd_DIPJAN10,rmsd121-opt,2557.348
omegacsd_DIPJAN10,rmsd157-opt,2913.12
omegacsd_DIPJAN10,rmsd185-opt,2794.379
omegacsd_DIPJAN10,rmsd191-opt,2749.608
omegacsd_DIPJAN10,rmsd203-opt,3191.595
omegacsd_DIPJAN10,rmsd215-opt,2796.751
omegacsd_DIPJAN10,rmsd238-opt,3246.972
omegacsd_DIPJAN10,rmsd56-opt,3137.928
omegacsd_DIPJAN10,rmsd61-opt,2895.279
omegacsd_DIZREJ,rmsd12-opt,2705.01
omegacsd_DIZREJ,rmsd13-opt,2717.725
omegacsd_DIZREJ,rmsd16-opt,2692.533
omegacsd_DIZREJ,rmsd18-opt,2684.068
omegacsd_DIZREJ,rmsd25-opt,2706.005
omegacsd_DIZREJ,rmsd26-opt,2691.074
omegacsd_DIZREJ,rmsd27-opt,2697.752
omegacsd_DIZREJ,rmsd28-opt,2701.601
omegacsd_DIZREJ,rmsd29-opt,2707.955
omegacsd_DIZREJ,rmsd4-opt,2713.95
omegacsd_DIZWAK,rmsd104-opt,1786.145
omegacsd_DIZWAK,rmsd105-opt,1797.14
omegacsd_DIZWAK,rmsd107-opt,1788.389
omegacsd_DIZWAK,rmsd108-opt,1797.68
omegacsd_DIZWAK,rmsd113-opt,1797.83
omegacsd_DIZWAK,rmsd116-opt,1794.711
omegacsd_DIZWAK,rmsd121-opt,1785.848
omegacsd_DIZWAK,rmsd132-opt,1801.166
omegacsd_DIZWAK,rmsd133-opt,1798.069
omegacsd_DIZWAK,rmsd245-opt,1783.608
omegacsd_DUZRAR,rmsd101-opt,4612.654
omegacsd_DUZRAR,rmsd141-opt,4695.172
omegacsd_DUZRAR,rmsd154-opt,4201.787
omegacsd_DUZRAR,rmsd158-opt,4205.851
omegacsd_DUZRAR,rmsd205-opt,4227.632
omegacsd_DUZRAR,rmsd234-opt,4220.057
omegacsd_DUZRAR,rmsd250-opt,4212.344
omegacsd_DUZRAR,rmsd70-opt,3981.792
omegacsd_DUZRAR,rmsd71-opt,3978.114
omegacsd_DUZRAR,rmsd82-opt,4214.952
omegacsd_FAJVAN,rmsd10-opt,1925.994
omegacsd_FAJVAN,rmsd127-opt,1923.475
omegacsd_FAJVAN,rmsd184-opt,1923.807
omegacsd_FAJVAN,rmsd217-opt,2013.9
omegacsd_FAJVAN,rmsd22-opt,1837.149
omegacsd_FAJVAN,rmsd247-opt,1955.381
omegacsd_FAJVAN,rmsd7-opt,1821.296
omegacsd_FAJVAN,rmsd80-opt,1781.414
omegacsd_FAJVAN,rmsd98-opt,1824.032
omegacsd_FAJVAN,rmsd9-opt,1828.656
omegacsd_FANRER,rmsd124-opt,6729.328
omegacsd_FANRER,rmsd129-opt,6479.528
omegacsd_FANRER,rmsd15-opt,6142.569
omegacsd_FANRER,rmsd173-opt,6155.512
omegacsd_FANRER,rmsd205-opt,6128.295
omegacsd_FANRER,rmsd32-opt,6163.736
omegacsd_FANRER,rmsd42-opt,6116.072
omegacsd_FANRER,rmsd72-opt,6142.012
omegacsd_FANRER,rmsd84-opt,6178.498
omegacsd_FANRER,rmsd85-opt,6154.985
omegacsd_FEKYEZ,rmsd105-opt,2073.213
omegacsd_FEKYEZ,rmsd134-opt,2150.055
omegacsd_FEKYEZ,rmsd13-opt,2179.354
omegacsd_FEKYEZ,rmsd14-opt,2120.941
omegacsd_FEKYEZ,rmsd15-opt,2068.851
omegacsd_FEKYEZ,rmsd172-opt,2004.619
omegacsd_FEKYEZ,rmsd175-opt,1913.367
omegacsd_FEKYEZ,rmsd1-opt,1945.561
omegacsd_FEKYEZ,rmsd214-opt,1940.284
omegacsd_FEKYEZ,rmsd238-opt,1943.594
omegacsd_FEVZUB,rmsd103-opt,2030.633
omegacsd_FEVZUB,rmsd106-opt,2018.881
omegacsd_FEVZUB,rmsd139-opt,2030.825
omegacsd_FEVZUB,rmsd14-opt,2003.291
omegacsd_FEVZUB,rmsd17-opt,2025.494
omegacsd_FEVZUB,rmsd18-opt,2013.539
omegacsd_FEVZUB,rmsd24-opt,2037.125
omegacsd_FEVZUB,rmsd25-opt,2025.385
omegacsd_FEVZUB,rmsd32-opt,2013.761
omegacsd_FEVZUB,rmsd33-opt,1973.937
omegacsd_FOLYIO,rmsd112-opt,3781.386
omegacsd_FOLYIO,rmsd123-opt,3741.091
omegacsd_FOLYIO,rmsd141-opt,3729.475
omegacsd_FOLYIO,rmsd151-opt,3737.271
omegacsd_FOLYIO,rmsd173-opt,3730.834
omegacsd_FOLYIO,rmsd233-opt,3654.273
omegacsd_FOLYIO,rmsd5-opt,3811.869
omegacsd_FOLYIO,rmsd62-opt,3819.414
omegacsd_FOLYIO,rmsd95-opt,3820.605
omegacsd_FOLYIO,rmsd9-opt,3803.954
omegacsd_FOPMIG,rmsd22-opt,1692.619
omegacsd_FOPMIG,rmsd23-opt,1699.305
omegacsd_FOPMIG,rmsd24-opt,1704.467
omegacsd_FOPMIG,rmsd25-opt,1699.942
omegacsd_FOPMIG,rmsd26-opt,1699.869
omegacsd_FOPMIG,rmsd27-opt,1702.434
omegacsd_FOPMIG,rmsd28-opt,1700.672
omegacsd_FOPMIG,rmsd29-opt,1702.229
omegacsd_FOPMIG,rmsd31-opt,1703.477
omegacsd_FOPMIG,rmsd32-opt,1703.404
omegacsd_FUPFIF,rmsd18-opt,2378.688
omegacsd_FUPFIF,rmsd48-opt,2383.38
omegacsd_FUPFIF,rmsd49-opt,2400.798
omegacsd_FUPFIF,rmsd50-opt,2398.721
